,name,bean1GridX,bean1GridY,bean2GridX,bean2GridY,playerGridX,playerGridY,reactionTime,trajectory,aimAction,noisePoint,goal,noiseNumber,bottom,height,direction
0,maxModel25,0,5,0,9,6,7,"[1388, 1390, 1390, 1391, 1391, 1392, 1393, 1393]","[(6, 7), [5, 7], [4, 7], [3, 7], [2, 7], [1, 7], [0, 7], [0, 8], [0, 9]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1)]",[],"[0, 0, 0, 0, 0, 0, 2, 2]",0,4,6,270
1,maxModel25,4,5,4,9,12,7,"[1303, 1303, 1304, 1305, 1306, 1311, 1311, 1312, 1312, 1313, 1313, 1314]","[(12, 7), [11, 7], [10, 7], [9, 7], [8, 7], [7, 7], [7, 6], [6, 6], [5, 6], [5, 7], [4, 7], [4, 6], [4, 5]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (-1, 0), (-1, 0), (0, 1), (-1, 0), (0, -1), (0, -1)]","[9, 6]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",2,4,8,270
2,maxModel25,8,3,8,11,0,7,"[1307, 1310, 1312, 1314, 1314, 1314, 1315, 1315, 1316, 1316, 1316, 1317, 1318, 1318]","[(0, 7), [1, 7], [0, 7], [1, 7], [2, 7], [3, 7], [4, 7], [5, 7], [6, 7], [7, 7], [7, 8], [7, 9], [7, 10], [7, 11], [8, 11]]","[(1, 0), (-1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0)]",[2],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 0]",1,8,8,90
3,maxModel25,3,1,11,1,7,8,"[1302, 1302, 1303, 1303, 1304, 1304, 1305, 1306, 1306, 1306, 1307]","[(7, 8), [7, 7], [7, 6], [7, 5], [7, 4], [7, 3], [7, 2], [8, 2], [9, 2], [10, 2], [10, 1], [11, 1]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0)]",[],"[0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 2]",0,8,7,0
4,maxModel25,0,4,0,10,7,7,"[1304, 1305, 1305, 1306, 1306, 1307, 1307, 1307, 1308, 1308, 1309, 1309]","[(7, 7), [6, 7], [5, 7], [4, 7], [3, 7], [2, 7], [1, 7], [1, 6], [1, 5], [2, 5], [1, 5], [0, 5], [0, 4]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (1, 0), (-1, 0), (-1, 0), (0, -1)]",[9],"[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1]",1,6,7,270
5,maxModel25,4,5,10,5,7,11,"[1303, 1304, 1304, 1304, 1305, 1306, 1306, 1306, 1307, 1307, 1308]","[(7, 11), [6, 11], [6, 12], [6, 11], [6, 10], [6, 9], [6, 8], [6, 7], [6, 6], [5, 6], [5, 5], [4, 5]]","[(-1, 0), (0, 1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (0, -1), (-1, 0)]","[1, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",2,6,6,0
6,maxModel25,4,0,10,0,7,8,"[1304, 1305, 1305, 1306, 1306, 1307, 1307, 1308, 1309, 1309, 1309, 1310, 1310]","[(7, 8), [7, 7], [7, 6], [7, 5], [7, 4], [7, 3], [7, 2], [7, 1], [8, 1], [9, 1], [9, 0], [9, 1], [9, 0], [10, 0]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (0, -1), (0, 1), (0, -1), (1, 0)]",[11],"[0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 2, 0, 2]",1,6,8,0
7,maxModel25,1,3,1,11,7,7,"[1303, 1303, 1304, 1305, 1305, 1305, 1306, 1306, 1307, 1307, 1308, 1308]","[(7, 7), [6, 7], [6, 8], [5, 8], [6, 8], [5, 8], [4, 8], [3, 8], [3, 9], [2, 9], [2, 10], [1, 10], [1, 11]]","[(-1, 0), (0, 1), (-1, 0), (1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (-1, 0), (0, 1), (-1, 0), (0, 1)]","[4, 2]","[0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 2]",2,8,6,270
8,maxModel25,5,6,9,6,7,13,"[1308, 1310, 1311, 1312, 1312, 1313, 1313, 1314, 1314]","[(7, 13), [7, 12], [7, 11], [7, 10], [7, 9], [7, 8], [7, 7], [7, 6], [6, 6], [5, 6]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0)]",[],"[0, 0, 0, 0, 0, 0, 0, 1, 1]",0,4,7,0
9,maxModel25,4,3,4,11,11,7,"[1302, 1303, 1305, 1306, 1306, 1307, 1309, 1309, 1310, 1310, 1311]","[(11, 7), [10, 7], [9, 7], [8, 7], [7, 7], [6, 7], [5, 7], [5, 6], [5, 5], [5, 4], [5, 3], [4, 3]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, -1), (0, -1), (0, -1), (-1, 0)]",[7],"[0, 0, 0, 0, 0, 0, 2, 1, 1, 1, 0]",special,8,7,270
