,name,bean1GridX,bean1GridY,bean2GridX,bean2GridY,playerGridX,playerGridY,reactionTime,trajectory,aimAction,noisePoint,goal,noiseNumber,bottom,height,direction
0,maxModel23,5,5,9,5,7,11,"[1452, 1456, 1457, 1458, 1459, 1460, 1461, 1461]","[(7, 11), [7, 10], [7, 9], [7, 8], [7, 7], [7, 6], [7, 5], [8, 5], [9, 5]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0)]",[],"[0, 0, 0, 0, 0, 0, 2, 2]",0,4,6,0
1,maxModel23,6,5,6,9,14,7,"[1308, 1309, 1310, 1311, 1321, 1322, 1322, 1323, 1324, 1324, 1325, 1325]","[(14, 7), [13, 7], [12, 7], [11, 7], [10, 7], [11, 7], [10, 7], [9, 7], [8, 7], [8, 8], [7, 8], [6, 8], [6, 9]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (-1, 0), (-1, 0), (0, 1)]","[5, 9]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]",2,4,8,270
2,maxModel23,11,3,11,11,3,7,"[1307, 1308, 1309, 1310, 1311, 1311, 1312, 1313, 1314, 1314, 1315, 1315, 1316, 1317]","[(3, 7), [4, 7], [5, 7], [6, 7], [7, 7], [8, 7], [9, 7], [10, 7], [10, 6], [10, 5], [10, 4], [11, 4], [12, 4], [12, 3], [11, 3]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (0, -1), (-1, 0)]",[12],"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0]",1,8,8,90
3,maxModel23,3,0,11,0,7,7,"[1303, 1304, 1304, 1305, 1305, 1306, 1306, 1307, 1307, 1308, 1308]","[(7, 7), [7, 6], [7, 5], [7, 4], [7, 3], [7, 2], [7, 1], [6, 1], [5, 1], [4, 1], [4, 0], [3, 0]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0), (-1, 0), (0, -1), (-1, 0)]",[],"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1]",0,8,7,0
4,maxModel23,8,4,8,10,1,7,"[1302, 1303, 1305, 1305, 1306, 1307, 1307, 1308, 1308, 1309]","[(1, 7), [1, 8], [2, 8], [3, 8], [4, 8], [5, 8], [6, 8], [7, 8], [7, 9], [8, 9], [8, 10]]","[(0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (0, 1)]",[1],"[0, 0, 0, 0, 0, 0, 0, 2, 0, 2]",1,6,7,90
5,maxModel23,14,4,14,10,8,7,"[1304, 1306, 1307, 1308, 1309, 1309, 1311, 1311, 1312, 1312, 1313]","[(8, 7), [9, 7], [10, 7], [10, 8], [11, 8], [12, 8], [13, 8], [12, 8], [13, 8], [13, 9], [14, 9], [14, 10]]","[(1, 0), (1, 0), (0, 1), (1, 0), (1, 0), (1, 0), (-1, 0), (1, 0), (0, 1), (1, 0), (0, 1)]","[7, 3]","[0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 2]",2,6,6,90
6,maxModel23,1,4,1,10,9,7,"[1303, 1304, 1305, 1305, 1306, 1306, 1307, 1307, 1308, 1308, 1309, 1309, 1310]","[(9, 7), [8, 7], [7, 7], [6, 7], [5, 7], [4, 7], [3, 7], [4, 7], [3, 7], [2, 7], [2, 8], [2, 9], [1, 9], [1, 10]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1), (-1, 0), (0, 1)]",[7],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 2]",1,6,8,270
7,maxModel23,4,3,4,11,10,7,"[1306, 1307, 1308, 1308, 1309, 1309, 1311, 1311, 1312, 1312, 1313, 1313, 1314, 1315]","[(10, 7), [9, 7], [8, 7], [9, 7], [8, 7], [7, 7], [6, 7], [7, 7], [6, 7], [5, 7], [5, 6], [5, 5], [5, 4], [5, 3], [4, 3]]","[(-1, 0), (-1, 0), (1, 0), (-1, 0), (-1, 0), (-1, 0), (1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0)]","[3, 7]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]",2,8,6,270
8,maxModel23,5,5,5,9,12,7,"[1304, 1306, 1307, 1308, 1308, 1309, 1309, 1310, 1311]","[(12, 7), [11, 7], [10, 7], [9, 7], [8, 7], [7, 7], [6, 7], [5, 7], [5, 8], [5, 9]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1)]",[],"[0, 0, 0, 0, 0, 0, 0, 2, 2]",0,4,7,270
9,maxModel23,13,3,13,11,6,7,"[1308, 1310, 1313, 1314, 1314, 1315, 1317, 1317, 1318, 1318, 1319]","[(6, 7), [7, 7], [8, 7], [9, 7], [10, 7], [11, 7], [12, 7], [12, 8], [12, 9], [12, 10], [13, 10], [13, 11]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, 1), (0, 1), (1, 0), (0, 1)]",[7],"[0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 2]",special,8,7,90
