,name,bean1GridX,bean1GridY,bean2GridX,bean2GridY,playerGridX,playerGridY,reactionTime,trajectory,aimAction,noisePoint,goal,noiseNumber,bottom,height,direction
0,maxModel19,8,5,8,9,2,7,"[1358, 1360, 1361, 1362, 1363, 1364, 1365, 1366]","[(2, 7), [3, 7], [4, 7], [5, 7], [6, 7], [7, 7], [8, 7], [8, 6], [8, 5]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1)]",[],"[0, 0, 0, 0, 0, 0, 1, 1]",0,4,6,90
1,maxModel19,0,5,0,9,8,7,"[1306, 1306, 1310, 1312, 1313, 1313, 1314, 1315, 1316, 1317, 1317, 1318]","[(8, 7), [7, 7], [6, 7], [6, 8], [7, 8], [6, 8], [5, 8], [4, 8], [3, 8], [2, 8], [1, 8], [0, 8], [0, 9]]","[(-1, 0), (-1, 0), (0, 1), (1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1)]","[3, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]",2,4,8,270
2,maxModel19,3,9,11,9,7,1,"[1304, 1304, 1305, 1306, 1307, 1308, 1309, 1309, 1310, 1311, 1312, 1313]","[(7, 1), [7, 2], [7, 3], [7, 4], [7, 5], [7, 6], [7, 7], [7, 8], [8, 8], [9, 8], [10, 8], [10, 9], [11, 9]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0)]",[11],"[0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2]",1,8,8,180
3,maxModel19,1,3,1,11,8,7,"[1304, 1306, 1307, 1308, 1309, 1310, 1311, 1312, 1313, 1314, 1314]","[(8, 7), [7, 7], [6, 7], [5, 7], [4, 7], [3, 7], [2, 7], [2, 8], [2, 9], [2, 10], [1, 10], [1, 11]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1), (-1, 0), (0, 1)]",[],"[0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 2]",0,8,7,270
4,maxModel19,4,7,10,7,7,0,"[1303, 1304, 1305, 1306, 1307, 1308, 1309, 1310, 1311, 1312]","[(7, 0), [7, 1], [6, 1], [6, 2], [6, 3], [6, 4], [6, 5], [6, 6], [5, 6], [5, 7], [4, 7]]","[(0, 1), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (0, 1), (-1, 0)]",[2],"[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",1,6,7,180
5,maxModel19,7,4,7,10,1,7,"[1310, 1314, 1317, 1322, 1323, 1325, 1327, 1328, 1329, 1330, 1330, 1331, 1333]","[(1, 7), [2, 7], [3, 7], [4, 7], [3, 7], [4, 7], [5, 7], [6, 7], [6, 8], [5, 8], [6, 8], [6, 9], [7, 9], [7, 10]]","[(1, 0), (1, 0), (1, 0), (-1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (-1, 0), (1, 0), (0, 1), (1, 0), (0, 1)]","[9, 4]","[0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 2, 0, 2]",2,6,6,90
6,maxModel19,9,4,9,10,1,7,"[1302, 1303, 1304, 1305, 1306, 1307, 1309, 1310, 1311, 1312, 1313]","[(1, 7), [2, 7], [3, 7], [3, 6], [4, 6], [5, 6], [6, 6], [7, 6], [8, 6], [8, 5], [9, 5], [9, 4]]","[(1, 0), (1, 0), (0, -1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (0, -1)]",[3],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",1,6,8,90
7,maxModel19,3,14,11,14,7,8,"[1305, 1307, 1308, 1311, 1312, 1313, 1314, 1315, 1316, 1316, 1317, 1318, 1319, 1319]","[(7, 8), [7, 9], [7, 10], [7, 11], [7, 12], [7, 13], [8, 13], [8, 12], [9, 12], [8, 12], [9, 12], [9, 13], [10, 13], [10, 14], [11, 14]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (0, -1), (1, 0), (-1, 0), (1, 0), (0, 1), (1, 0), (0, 1), (1, 0)]","[9, 7]","[0, 0, 0, 0, 0, 2, 2, 2, 0, 2, 0, 2, 0, 2]",2,8,6,180
8,maxModel19,5,1,9,1,7,8,"[1305, 1307, 1309, 1309, 1310, 1312, 1313, 1314, 1316]","[(7, 8), [7, 7], [7, 6], [7, 5], [7, 4], [7, 3], [7, 2], [7, 1], [8, 1], [9, 1]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0)]",[],"[0, 0, 0, 0, 0, 0, 0, 2, 2]",0,4,7,0
9,maxModel19,3,13,11,13,7,6,"[1306, 1307, 1309, 1309, 1310, 1311, 1313, 1314, 1315, 1316, 1317]","[(7, 6), [7, 7], [7, 8], [7, 9], [7, 10], [7, 11], [7, 12], [6, 12], [5, 12], [4, 12], [4, 13], [3, 13]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (-1, 0), (-1, 0), (0, 1), (-1, 0)]",[7],"[0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 1]",special,8,7,180
