,name,bean1GridX,bean1GridY,bean2GridX,bean2GridY,playerGridX,playerGridY,reactionTime,trajectory,aimAction,noisePoint,goal,noiseNumber,bottom,height,direction
0,maxModel43,5,14,9,14,7,8,"[1404, 1406, 1407, 1408, 1409, 1410, 1410, 1411]","[(7, 8), [7, 9], [7, 10], [7, 11], [7, 12], [7, 13], [7, 14], [6, 14], [5, 14]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0)]",[],"[0, 0, 0, 0, 0, 0, 1, 1]",0,4,6,180
1,maxModel43,2,5,2,9,10,7,"[1306, 1307, 1308, 1309, 1310, 1316, 1317, 1318, 1319, 1320, 1321, 1322]","[(10, 7), [9, 7], [8, 7], [7, 7], [6, 7], [5, 7], [6, 7], [6, 8], [5, 8], [4, 8], [3, 8], [2, 8], [2, 9]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (1, 0), (0, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1)]","[7, 6]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]",2,4,8,270
2,maxModel43,12,3,12,11,4,7,"[1310, 1311, 1312, 1312, 1313, 1316, 1317, 1318, 1319, 1320, 1321, 1321, 1322, 1323]","[(4, 7), [5, 7], [6, 7], [7, 7], [8, 7], [9, 7], [10, 7], [11, 7], [11, 6], [11, 5], [11, 6], [11, 5], [11, 4], [12, 4], [12, 3]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (0, 1), (0, -1), (0, -1), (1, 0), (0, -1)]",[10],"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1]",1,8,8,90
3,maxModel43,3,2,11,2,7,9,"[1307, 1309, 1311, 1312, 1313, 1313, 1314, 1315, 1315, 1316, 1318]","[(7, 9), [7, 8], [7, 7], [7, 6], [7, 5], [7, 4], [7, 3], [6, 3], [5, 3], [4, 3], [4, 2], [3, 2]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0), (-1, 0), (0, -1), (-1, 0)]",[],"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1]",0,8,7,0
4,maxModel43,11,4,11,10,4,7,"[1304, 1307, 1307, 1308, 1311, 1312, 1313, 1313, 1314, 1315, 1318, 1319]","[(4, 7), [5, 7], [4, 7], [5, 7], [6, 7], [7, 7], [8, 7], [9, 7], [10, 7], [10, 6], [10, 5], [11, 5], [11, 4]]","[(1, 0), (-1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (1, 0), (0, -1)]",[2],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1]",1,6,7,90
5,maxModel43,7,4,7,10,13,7,"[1309, 1312, 1318, 1319, 1322, 1323, 1325, 1327, 1327, 1328, 1330]","[(13, 7), [13, 6], [12, 6], [11, 6], [10, 6], [10, 7], [9, 7], [8, 7], [8, 8], [8, 9], [7, 9], [7, 10]]","[(0, -1), (-1, 0), (-1, 0), (-1, 0), (0, 1), (-1, 0), (-1, 0), (0, 1), (0, 1), (-1, 0), (0, 1)]","[1, 5]","[0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 2]",2,6,6,270
6,maxModel43,3,4,3,10,11,7,"[1306, 1307, 1309, 1309, 1310, 1311, 1312, 1313, 1314, 1315, 1315, 1316, 1316]","[(11, 7), [10, 7], [9, 7], [8, 7], [7, 7], [6, 7], [5, 7], [4, 7], [4, 6], [5, 6], [4, 6], [4, 5], [3, 5], [3, 4]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (1, 0), (-1, 0), (0, -1), (-1, 0), (0, -1)]",[9],"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1]",1,6,8,270
7,maxModel43,3,8,11,8,7,2,"[1304, 1305, 1306, 1306, 1308, 1308, 1309, 1310, 1311, 1312]","[(7, 2), [8, 2], [8, 3], [8, 4], [8, 5], [8, 6], [9, 6], [10, 6], [10, 7], [11, 7], [11, 8]]","[(1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0), (0, 1), (1, 0), (0, 1)]","[1, 7]","[0, 0, 0, 0, 0, 2, 0, 0, 2, 0]",2,8,6,180
8,maxModel43,5,1,9,1,7,8,"[1305, 1305, 1306, 1307, 1309, 1309, 1310, 1310, 1311]","[(7, 8), [7, 7], [7, 6], [7, 5], [7, 4], [7, 3], [7, 2], [7, 1], [6, 1], [5, 1]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0)]",[],"[0, 0, 0, 0, 0, 0, 0, 1, 1]",0,4,7,0
9,maxModel43,3,1,11,1,7,8,"[1303, 1304, 1305, 1306, 1307, 1309, 1311, 1312, 1313, 1314, 1315]","[(7, 8), [7, 7], [7, 6], [7, 5], [7, 4], [7, 3], [7, 2], [8, 2], [9, 2], [10, 2], [10, 1], [11, 1]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (1, 0), (1, 0), (0, -1), (1, 0)]",[7],"[0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 2]",special,8,7,0
