,name,bean1GridX,bean1GridY,bean2GridX,bean2GridY,playerGridX,playerGridY,reactionTime,trajectory,aimAction,noisePoint,goal,noiseNumber,bottom,height,direction
0,maxModel47,5,6,9,6,7,0,"[1362, 1363, 1364, 1365, 1365, 1366, 1367, 1368]","[(7, 0), [7, 1], [7, 2], [7, 3], [7, 4], [7, 5], [7, 6], [6, 6], [5, 6]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0)]",[],"[0, 0, 0, 0, 0, 0, 1, 1]",0,4,6,180
1,maxModel47,5,5,5,9,13,7,"[1304, 1306, 1306, 1307, 1308, 1309, 1310, 1316, 1317, 1317, 1317, 1318, 1319, 1319]","[(13, 7), [12, 7], [11, 7], [10, 7], [9, 7], [8, 7], [7, 7], [6, 7], [7, 7], [6, 7], [7, 7], [6, 7], [5, 7], [5, 6], [5, 5]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (1, 0), (-1, 0), (1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1)]","[10, 8]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",2,4,8,270
2,maxModel47,14,3,14,11,6,7,"[1303, 1304, 1305, 1306, 1307, 1308, 1309, 1310, 1312, 1313, 1314, 1314]","[(6, 7), [7, 7], [8, 7], [9, 7], [10, 7], [10, 8], [11, 8], [12, 8], [12, 9], [13, 9], [13, 10], [14, 10], [14, 11]]","[(1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (1, 0), (0, 1), (1, 0), (0, 1), (1, 0), (0, 1)]",[5],"[0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 2]",1,8,8,90
3,maxModel47,3,9,11,9,7,2,"[1303, 1304, 1305, 1305, 1306, 1307, 1307, 1308, 1308, 1309, 1309]","[(7, 2), [7, 3], [7, 4], [7, 5], [7, 6], [7, 7], [7, 8], [8, 8], [9, 8], [10, 8], [11, 8], [11, 9]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1)]",[],"[0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 0]",0,8,7,180
4,maxModel47,4,13,10,13,7,6,"[1303, 1304, 1305, 1306, 1307, 1307, 1308, 1309, 1310, 1311]","[(7, 6), [7, 7], [7, 8], [8, 8], [8, 9], [8, 10], [8, 11], [8, 12], [9, 12], [9, 13], [10, 13]]","[(0, 1), (0, 1), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (0, 1), (1, 0)]",[3],"[0, 0, 0, 0, 0, 0, 0, 2, 0, 2]",1,6,7,180
5,maxModel47,4,7,10,7,7,1,"[1303, 1304, 1305, 1306, 1307, 1308, 1308, 1309, 1310]","[(7, 1), [7, 2], [7, 3], [8, 3], [8, 4], [9, 4], [9, 5], [9, 6], [9, 7], [10, 7]]","[(0, 1), (0, 1), (1, 0), (0, 1), (1, 0), (0, 1), (0, 1), (0, 1), (1, 0)]","[3, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 2]",2,6,6,180
6,maxModel47,1,4,1,10,9,7,"[1304, 1305, 1306, 1306, 1307, 1308, 1308, 1309, 1310, 1311, 1311, 1312, 1313]","[(9, 7), [8, 7], [7, 7], [6, 7], [5, 7], [4, 7], [5, 7], [4, 7], [3, 7], [2, 7], [2, 8], [2, 9], [1, 9], [1, 10]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1), (-1, 0), (0, 1)]",[6],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 2]",1,6,8,270
7,maxModel47,1,3,1,11,7,7,"[1304, 1305, 1306, 1307, 1308, 1309, 1310, 1310, 1311, 1312, 1313, 1313]","[(7, 7), [6, 7], [5, 7], [4, 7], [3, 7], [2, 7], [2, 6], [1, 6], [0, 6], [0, 5], [0, 4], [0, 3], [1, 3]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (-1, 0), (-1, 0), (0, -1), (0, -1), (0, -1), (1, 0)]","[8, 7]","[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]",2,8,6,270
8,maxModel47,13,5,13,9,6,7,"[1305, 1305, 1306, 1307, 1308, 1308, 1309, 1310, 1311]","[(6, 7), [7, 7], [8, 7], [9, 7], [10, 7], [11, 7], [12, 7], [13, 7], [13, 8], [13, 9]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1)]",[],"[0, 0, 0, 0, 0, 0, 0, 2, 2]",0,4,7,90
9,maxModel47,3,12,11,12,7,5,"[1302, 1303, 1303, 1304, 1305, 1305, 1307, 1307, 1308, 1309, 1310]","[(7, 5), [7, 6], [7, 7], [7, 8], [7, 9], [7, 10], [7, 11], [6, 11], [5, 11], [4, 11], [4, 12], [3, 12]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (-1, 0), (-1, 0), (0, 1), (-1, 0)]",[7],"[0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 1]",special,8,7,180
