,name,bean1GridX,bean1GridY,bean2GridX,bean2GridY,playerGridX,playerGridY,reactionTime,trajectory,aimAction,noisePoint,goal,noiseNumber,bottom,height,direction
0,maxModel40,4,5,4,9,10,7,"[1358, 1359, 1360, 1360, 1362, 1363, 1364, 1365]","[(10, 7), [9, 7], [8, 7], [7, 7], [6, 7], [5, 7], [4, 7], [4, 8], [4, 9]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1)]",[],"[0, 0, 0, 0, 0, 0, 2, 2]",0,4,6,270
1,maxModel40,1,5,1,9,9,7,"[1303, 1304, 1305, 1312, 1313, 1314, 1314, 1315, 1316, 1317, 1317, 1318]","[(9, 7), [8, 7], [7, 7], [6, 7], [6, 8], [5, 8], [4, 8], [3, 8], [2, 8], [2, 7], [1, 7], [1, 6], [1, 5]]","[(-1, 0), (-1, 0), (-1, 0), (0, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (-1, 0), (0, -1), (0, -1)]","[4, 9]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",2,4,8,270
2,maxModel40,3,3,3,11,11,7,"[1305, 1305, 1306, 1307, 1307, 1308, 1309, 1310, 1310, 1311, 1312, 1312]","[(11, 7), [10, 7], [9, 7], [8, 7], [7, 7], [6, 7], [5, 7], [5, 6], [5, 5], [4, 5], [4, 4], [3, 4], [3, 3]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (-1, 0), (0, -1), (-1, 0), (0, -1)]",[7],"[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1]",1,8,8,270
3,maxModel40,3,8,11,8,7,1,"[1304, 1304, 1305, 1306, 1306, 1307, 1309, 1309, 1310, 1311, 1311]","[(7, 1), [7, 2], [7, 3], [7, 4], [7, 5], [7, 6], [7, 7], [8, 7], [9, 7], [10, 7], [11, 7], [11, 8]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1)]",[],"[0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 0]",0,8,7,180
4,maxModel40,4,3,10,3,7,10,"[1302, 1303, 1304, 1304, 1305, 1306, 1306, 1307, 1308, 1309]","[(7, 10), [7, 9], [7, 8], [7, 7], [7, 6], [6, 6], [6, 5], [6, 4], [5, 4], [5, 3], [4, 3]]","[(0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (0, -1), (0, -1), (-1, 0), (0, -1), (-1, 0)]",[5],"[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",1,6,7,0
5,maxModel40,4,6,10,6,7,12,"[1303, 1304, 1305, 1306, 1306, 1307, 1307, 1308, 1309, 1309, 1310]","[(7, 12), [7, 11], [7, 10], [7, 9], [7, 8], [6, 8], [7, 8], [7, 7], [8, 7], [9, 7], [9, 6], [10, 6]]","[(0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (1, 0), (0, -1), (1, 0), (1, 0), (0, -1), (1, 0)]","[6, 5]","[0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 2]",2,6,6,0
6,maxModel40,4,13,10,13,7,5,"[1307, 1308, 1309, 1310, 1311, 1311, 1312, 1313, 1314, 1315, 1316]","[(7, 5), [7, 6], [7, 7], [6, 7], [6, 8], [6, 9], [6, 10], [6, 11], [6, 12], [5, 12], [5, 13], [4, 13]]","[(0, 1), (0, 1), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (0, 1), (-1, 0)]",[3],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",1,6,8,180
7,maxModel40,3,1,11,1,7,7,"[1309, 1312, 1313, 1319, 1319, 1326, 1330, 1344, 1347, 1349, 1351, 1352]","[(7, 7), [8, 7], [8, 6], [8, 5], [7, 5], [7, 4], [7, 3], [7, 2], [6, 2], [5, 2], [4, 2], [4, 1], [3, 1]]","[(1, 0), (0, -1), (0, -1), (-1, 0), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0), (-1, 0), (0, -1), (-1, 0)]","[4, 1]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1]",2,8,6,0
8,maxModel40,5,7,9,7,7,0,"[1304, 1305, 1306, 1306, 1307, 1308, 1309, 1310, 1311]","[(7, 0), [7, 1], [7, 2], [7, 3], [7, 4], [7, 5], [7, 6], [7, 7], [6, 7], [5, 7]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0)]",[],"[0, 0, 0, 0, 0, 0, 0, 1, 1]",0,4,7,180
9,maxModel40,12,3,12,11,5,7,"[1303, 1303, 1304, 1305, 1307, 1308, 1310, 1310, 1313, 1314, 1315]","[(5, 7), [6, 7], [7, 7], [8, 7], [9, 7], [10, 7], [11, 7], [11, 8], [11, 9], [11, 10], [12, 10], [12, 11]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, 1), (0, 1), (1, 0), (0, 1)]",[7],"[0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 2]",special,8,7,90
