,name,bean1GridX,bean1GridY,bean2GridX,bean2GridY,playerGridX,playerGridY,reactionTime,trajectory,aimAction,noisePoint,goal,noiseNumber,bottom,height,direction
0,maxModel3,6,5,6,9,0,7,"[1417, 1435, 1436, 1438, 1439, 1441, 1442, 1443, 1445, 1446, 1448, 1450]","[(0, 7), [1, 7], [0, 7], [0, 6], [1, 6], [1, 5], [1, 6], [1, 5], [2, 5], [3, 5], [4, 5], [5, 5], [6, 5]]","[(1, 0), (-1, 0), (0, -1), (1, 0), (0, -1), (0, 1), (0, -1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]","[2, 6]","[0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0]",2,4,6,90
1,maxModel3,5,3,5,11,12,7,"[1306, 1308, 1310, 1311, 1313, 1315, 1317, 1318, 1321, 1323, 1324, 1327, 1328]","[(12, 7), [12, 6], [12, 5], [11, 5], [11, 4], [10, 4], [10, 3], [9, 3], [9, 4], [8, 4], [8, 3], [7, 3], [6, 3], [5, 3]]","[(0, -1), (0, -1), (-1, 0), (0, -1), (-1, 0), (0, -1), (-1, 0), (0, 1), (-1, 0), (0, -1), (-1, 0), (-1, 0), (-1, 0)]",[8],"[1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0]",1,8,7,270
2,maxModel3,3,4,11,4,7,12,"[1309, 1312, 1315, 1318, 1324, 1327, 1330, 1333, 1336, 1340, 1343, 1346]","[(7, 12), [6, 12], [6, 11], [6, 10], [5, 10], [5, 9], [5, 8], [4, 8], [4, 7], [3, 7], [3, 6], [3, 5], [3, 4]]","[(-1, 0), (0, -1), (0, -1), (-1, 0), (0, -1), (0, -1), (-1, 0), (0, -1), (-1, 0), (0, -1), (0, -1), (0, -1)]",[],"[1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0]",0,8,8,0
3,maxModel3,5,3,5,11,11,7,"[1311, 1315, 1319, 1323, 1327, 1331, 1335, 1338, 1341, 1347, 1351, 1355]","[(11, 7), [11, 8], [11, 9], [10, 9], [9, 9], [8, 9], [8, 8], [7, 8], [7, 9], [7, 10], [7, 11], [6, 11], [5, 11]]","[(0, 1), (0, 1), (-1, 0), (-1, 0), (-1, 0), (0, -1), (-1, 0), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0)]",[6],"[2, 2, 0, 0, 0, 0, 0, 2, 2, 2, 0, 0]",1,8,6,270
4,maxModel3,4,2,10,2,7,8,"[1313, 1318, 1322, 1326, 1329, 1332, 1336, 1341, 1347, 1353, 1355]","[(7, 8), [7, 7], [8, 7], [9, 7], [10, 7], [10, 6], [10, 5], [10, 4], [10, 3], [11, 3], [11, 2], [10, 2]]","[(0, -1), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (0, -1), (-1, 0)]","[9, 2]","[0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0]",2,6,6,0
5,maxModel3,10,4,10,10,3,7,"[1333, 1348, 1355, 1358, 1366, 1372, 1376, 1380, 1386, 1391]","[(3, 7), [3, 6], [4, 6], [4, 5], [5, 5], [6, 5], [7, 5], [7, 4], [8, 4], [9, 4], [10, 4]]","[(0, -1), (1, 0), (0, -1), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (1, 0), (1, 0)]",[],"[1, 0, 1, 0, 0, 0, 1, 0, 0, 0]",0,6,7,90
6,maxModel3,5,8,9,8,7,0,"[1313, 1317, 1321, 1325, 1332, 1338, 1342, 1346, 1348, 1353]","[(7, 0), [6, 0], [6, 1], [6, 2], [5, 2], [5, 3], [5, 4], [5, 5], [5, 6], [5, 7], [5, 8]]","[(-1, 0), (0, 1), (0, 1), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]",[],"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",0,4,8,180
7,maxModel3,11,4,11,10,3,7,"[1312, 1317, 1320, 1324, 1329, 1335, 1338, 1342, 1346, 1349, 1356]","[(3, 7), [4, 7], [4, 6], [4, 5], [5, 5], [5, 4], [6, 4], [7, 4], [8, 4], [9, 4], [10, 4], [11, 4]]","[(1, 0), (0, -1), (0, -1), (1, 0), (0, -1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]",[5],"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1,6,8,90
8,maxModel3,14,5,14,9,7,7,"[1311, 1317, 1322, 1325, 1333, 1336, 1340, 1345, 1349, 1351, 1357]","[(7, 7), [8, 7], [8, 8], [8, 9], [9, 9], [10, 9], [11, 9], [11, 8], [12, 8], [13, 8], [14, 8], [14, 9]]","[(1, 0), (0, 1), (0, 1), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (1, 0), (1, 0), (0, 1)]","[7, 2]","[0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 2]",2,4,7,90
9,maxModel3,4,13,10,13,7,5,"[1325, 1331, 1334, 1340, 1346, 1350, 1353, 1357, 1360, 1365, 1369]","[(7, 5), [8, 5], [8, 6], [8, 7], [9, 7], [9, 8], [10, 8], [10, 9], [10, 10], [10, 11], [10, 12], [10, 13]]","[(-1, 0), (0, 1), (0, 1), (1, 0), (0, 1), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]",[1],"[1, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0]",special,6,8,180
