,name,bean1GridX,bean1GridY,bean2GridX,bean2GridY,playerGridX,playerGridY,reactionTime,trajectory,aimAction,noisePoint,goal,noiseNumber,bottom,height,direction
0,maxModel39,11,5,11,9,5,7,"[1361, 1363, 1376, 1377, 1378, 1379, 1379, 1380, 1382, 1383, 1385, 1387]","[(5, 7), [5, 8], [6, 8], [5, 8], [6, 8], [6, 9], [6, 8], [7, 8], [7, 9], [8, 9], [9, 9], [10, 9], [11, 9]]","[(0, 1), (1, 0), (-1, 0), (1, 0), (0, 1), (0, -1), (1, 0), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0)]","[6, 3]","[2, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0]",2,4,6,90
1,maxModel39,3,1,11,1,7,8,"[1307, 1310, 1312, 1316, 1319, 1323, 1325, 1329, 1331, 1333, 1336, 1338, 1341]","[(7, 8), [7, 7], [6, 7], [5, 7], [4, 7], [3, 7], [3, 6], [3, 5], [2, 5], [3, 5], [3, 4], [3, 3], [3, 2], [3, 1]]","[(0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (-1, 0), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1)]",[8],"[0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1,8,7,0
2,maxModel39,3,9,11,9,7,1,"[1311, 1315, 1317, 1320, 1323, 1326, 1329, 1331, 1334, 1336, 1338, 1341]","[(7, 1), [6, 1], [5, 1], [4, 1], [3, 1], [3, 2], [3, 3], [3, 4], [3, 5], [3, 6], [3, 7], [3, 8], [3, 9]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]",[],"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",0,8,8,180
3,maxModel39,3,0,11,0,7,6,"[1312, 1316, 1319, 1321, 1324, 1327, 1329, 1332, 1335, 1337]","[(7, 6), [7, 5], [7, 4], [6, 4], [6, 3], [6, 2], [6, 1], [6, 0], [5, 0], [4, 0], [3, 0]]","[(0, -1), (0, -1), (-1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0), (-1, 0)]",[1],"[2, 0, 1, 0, 0, 0, 0, 1, 1, 1]",1,8,6,0
4,maxModel39,10,4,10,10,4,7,"[1314, 1319, 1321, 1324, 1326, 1329, 1332, 1335, 1338, 1343, 1346]","[(4, 7), [3, 7], [4, 7], [5, 7], [5, 8], [6, 8], [6, 9], [6, 10], [7, 10], [8, 10], [9, 10], [10, 10]]","[(-1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (0, 1), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0)]","[1, 3]","[2, 0, 2, 2, 0, 2, 2, 0, 0, 0, 0]",2,6,6,90
5,maxModel39,12,4,12,10,5,7,"[1315, 1321, 1325, 1328, 1330, 1334, 1337, 1341, 1343, 1346]","[(5, 7), [5, 6], [5, 5], [6, 5], [6, 4], [7, 4], [8, 4], [9, 4], [10, 4], [11, 4], [12, 4]]","[(0, -1), (0, -1), (1, 0), (0, -1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]",[],"[1, 1, 0, 1, 0, 0, 0, 0, 0, 0]",0,6,7,90
6,maxModel39,8,5,8,9,0,7,"[1312, 1315, 1320, 1324, 1328, 1331, 1334, 1337, 1342, 1346]","[(0, 7), [0, 6], [0, 5], [1, 5], [2, 5], [3, 5], [4, 5], [5, 5], [6, 5], [7, 5], [8, 5]]","[(0, -1), (0, -1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]",[],"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",0,4,8,90
7,maxModel39,4,12,10,12,7,4,"[1309, 1312, 1314, 1317, 1320, 1322, 1324, 1327, 1329, 1331, 1333, 1335, 1338]","[(7, 4), [7, 5], [6, 5], [5, 5], [5, 6], [5, 7], [5, 8], [5, 9], [5, 8], [4, 8], [4, 9], [4, 10], [4, 11], [4, 12]]","[(0, 1), (-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, -1), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1)]",[8],"[0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",1,6,8,180
8,maxModel39,5,1,9,1,7,8,"[1310, 1316, 1320, 1323, 1327, 1330, 1340, 1343, 1346, 1348, 1351, 1353, 1355]","[(7, 8), [8, 8], [9, 8], [9, 7], [9, 6], [8, 6], [7, 6], [7, 5], [6, 5], [6, 4], [6, 3], [5, 3], [5, 2], [5, 1]]","[(1, 0), (1, 0), (0, -1), (0, -1), (-1, 0), (-1, 0), (0, -1), (-1, 0), (0, -1), (0, -1), (-1, 0), (0, -1), (0, -1)]","[5, 6]","[2, 2, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]",2,4,7,0
9,maxModel39,4,9,10,9,7,1,"[1313, 1317, 1320, 1325, 1328, 1330, 1335, 1338, 1341, 1343, 1346]","[(7, 1), [6, 1], [6, 2], [6, 3], [6, 4], [5, 4], [4, 4], [4, 5], [4, 6], [4, 7], [4, 8], [4, 9]]","[(1, 0), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]",[1],"[2, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]",special,6,8,180
