,name,bean1GridX,bean1GridY,bean2GridX,bean2GridY,playerGridX,playerGridY,reactionTime,trajectory,aimAction,noisePoint,goal,noiseNumber,bottom,height,direction
0,maxModel47,9,5,9,9,3,7,"[1368, 1380, 1380, 1381, 1381, 1382, 1382, 1383, 1383, 1384]","[(3, 7), [3, 6], [3, 5], [4, 5], [5, 5], [4, 5], [5, 5], [6, 5], [7, 5], [8, 5], [9, 5]]","[(0, -1), (0, -1), (1, 0), (1, 0), (-1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]","[2, 5]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,4,6,90
1,maxModel47,3,8,11,8,7,1,"[1307, 1308, 1309, 1310, 1311, 1312, 1314, 1315, 1316, 1317, 1318, 1318, 1319]","[(7, 1), [6, 1], [5, 1], [5, 2], [5, 3], [5, 2], [4, 2], [4, 3], [4, 4], [4, 5], [3, 5], [3, 6], [3, 7], [3, 8]]","[(-1, 0), (-1, 0), (0, 1), (0, 1), (0, -1), (-1, 0), (0, 1), (0, 1), (0, 1), (-1, 0), (0, 1), (0, 1), (0, 1)]",[5],"[1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0]",1,8,7,180
2,maxModel47,3,3,11,3,7,11,"[1304, 1305, 1306, 1306, 1307, 1308, 1309, 1310, 1310, 1311, 1312, 1313]","[(7, 11), [6, 11], [5, 11], [4, 11], [4, 10], [4, 9], [4, 8], [3, 8], [3, 7], [3, 6], [3, 5], [3, 4], [3, 3]]","[(-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (0, -1), (-1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1)]",[],"[1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]",0,8,8,0
3,maxModel47,7,3,7,11,1,7,"[1305, 1307, 1307, 1307, 1308, 1308, 1309, 1309, 1309, 1310, 1310, 1311]","[(1, 7), [2, 7], [3, 7], [4, 7], [4, 6], [4, 5], [5, 5], [5, 4], [4, 4], [4, 3], [5, 3], [6, 3], [7, 3]]","[(1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (1, 0), (0, -1), (-1, 0), (0, -1), (1, 0), (1, 0), (1, 0)]",[8],"[0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0]",1,8,6,90
4,maxModel47,4,7,10,7,7,13,"[1304, 1305, 1305, 1305, 1306, 1306, 1307, 1308, 1308, 1309, 1309]","[(7, 13), [8, 13], [7, 13], [7, 12], [7, 11], [8, 11], [9, 11], [10, 11], [10, 10], [10, 9], [10, 8], [10, 7]]","[(1, 0), (-1, 0), (0, -1), (0, -1), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1)]","[2, 5]","[2, 2, 0, 0, 1, 2, 2, 0, 0, 0, 0]",2,6,6,0
5,maxModel47,4,11,10,11,7,4,"[1305, 1306, 1307, 1308, 1308, 1308, 1309, 1309, 1310, 1310]","[(7, 4), [6, 4], [6, 5], [5, 5], [4, 5], [4, 6], [4, 7], [4, 8], [4, 9], [4, 10], [4, 11]]","[(-1, 0), (0, 1), (-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]",[],"[1, 0, 1, 1, 0, 0, 0, 0, 0, 0]",0,6,7,180
6,maxModel47,5,8,9,8,7,0,"[1303, 1304, 1305, 1305, 1306, 1306, 1307, 1307, 1308, 1308]","[(7, 0), [6, 0], [5, 0], [5, 1], [5, 2], [5, 3], [5, 4], [5, 5], [5, 6], [5, 7], [5, 8]]","[(-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]",[],"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",0,4,8,180
7,maxModel47,4,8,10,8,7,0,"[1303, 1304, 1305, 1305, 1306, 1306, 1307, 1308, 1309, 1310, 1311, 1312, 1312]","[(7, 0), [8, 0], [8, 1], [9, 1], [9, 2], [9, 3], [10, 3], [10, 4], [10, 5], [10, 6], [11, 6], [11, 7], [11, 8], [10, 8]]","[(1, 0), (0, 1), (1, 0), (0, 1), (0, 1), (1, 0), (0, 1), (0, 1), (0, 1), (1, 0), (0, 1), (0, 1), (-1, 0)]",[10],"[2, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]",1,6,8,180
8,maxModel47,5,4,9,4,7,11,"[1304, 1305, 1306, 1307, 1307, 1308, 1308, 1309, 1309, 1310, 1310, 1310, 1311]","[(7, 11), [6, 11], [5, 11], [5, 10], [5, 9], [5, 8], [5, 7], [6, 7], [7, 7], [6, 7], [6, 6], [5, 6], [5, 5], [5, 4]]","[(-1, 0), (-1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (-1, 0), (0, -1), (-1, 0), (0, -1), (0, -1)]","[7, 8]","[1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0]",2,4,7,0
9,maxModel47,8,4,8,10,0,7,"[1307, 1309, 1311, 1311, 1312, 1313, 1314, 1314, 1315, 1315, 1316]","[(0, 7), [1, 7], [1, 8], [2, 8], [3, 8], [4, 8], [5, 8], [6, 8], [6, 9], [6, 10], [7, 10], [8, 10]]","[(1, 0), (0, -1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (1, 0), (1, 0)]",[2],"[0, 1, 0, 0, 0, 0, 0, 2, 2, 0, 0]",special,6,8,90
